week,vote_choice,gender,age_group,education_level,municipality,weight
2025-W04,Social Democrats (S),Women,18-29,Tertiary,Gothenburg,0.00316
2025-W04,Social Democrats (S),Women,18-29,Tertiary,Malmö,0.002543
2025-W04,Social Democrats (S),Women,30-49,Primary,Stockholm,0.004364
2025-W04,Social Democrats (S),Women,30-49,Primary,Gothenburg,0.004362
2025-W04,Social Democrats (S),Women,30-49,Primary,Malmö,0.003425
2025-W04,Social Democrats (S),Women,30-49,Secondary,Stockholm,0.003536
2025-W04,Social Democrats (S),Women,30-49,Secondary,Gothenburg,0.002892
2025-W04,Social Democrats (S),Women,30-49,Secondary,Malmö,0.002572
2025-W04,Social Democrats (S),Women,30-49,Tertiary,Stockholm,0.003566
2025-W04,Social Democrats (S),Women,30-49,Tertiary,Gothenburg,0.002991
2025-W04,Social Democrats (S),Women,30-49,Tertiary,Malmö,0.002228
2025-W04,Social Democrats (S),Women,50-64,Primary,Stockholm,0.005177
2025-W04,Social Democrats (S),Women,50-64,Primary,Gothenburg,0.00407
2025-W04,Social Democrats (S),Women,50-64,Primary,Malmö,0.00315
2025-W04,Social Democrats (S),Women,50-64,Secondary,Stockholm,0.003442
2025-W04,Social Democrats (S),Women,50-64,Secondary,Gothenburg,0.003172
2025-W04,Social Democrats (S),Women,50-64,Secondary,Malmö,0.00224
2025-W04,Social Democrats (S),Women,50-64,Tertiary,Stockholm,0.003891
2025-W04,Social Democrats (S),Women,50-64,Tertiary,Gothenburg,0.002914
2025-W04,Social Democrats (S),Women,50-64,Tertiary,Malmö,0.002432
2025-W04,Social Democrats (S),Women,65+,Primary,Stockholm,0.004667
2025-W04,Social Democrats (S),Women,65+,Primary,Gothenburg,0.003913
2025-W04,Social Democrats (S),Women,65+,Primary,Malmö,0.003356
2025-W04,Social Democrats (S),Women,65+,Secondary,Stockholm,0.003913
2025-W04,Social Democrats (S),Women,65+,Secondary,Gothenburg,0.003132
2025-W04,Social Democrats (S),Women,65+,Secondary,Malmö,0.002267
2025-W04,Social Democrats (S),Women,65+,Tertiary,Stockholm,0.003376
2025-W04,Social Democrats (S),Women,65+,Tertiary,Gothenburg,0.002878
2025-W04,Social Democrats (S),Women,65+,Tertiary,Malmö,0.00253
2025-W04,Moderate Party (M),Men,18-29,Primary,Stockholm,0.002657
2025-W04,Moderate Party (M),Men,18-29,Primary,Gothenburg,0.002042
2025-W04,Moderate Party (M),Men,18-29,Primary,Malmö,0.001767
2025-W04,Moderate Party (M),Men,18-29,Secondary,Stockholm,0.002561
2025-W04,Moderate Party (M),Men,18-29,Secondary,Gothenburg,0.002115
2025-W04,Moderate Party (M),Men,18-29,Secondary,Malmö,0.001634
2025-W04,Moderate Party (M),Men,18-29,Tertiary,Stockholm,0.004048
2025-W04,Moderate Party (M),Men,18-29,Tertiary,Gothenburg,0.002962
2025-W04,Moderate Party (M),Men,18-29,Tertiary,Malmö,0.002532
2025-W04,Moderate Party (M),Men,30-49,Primary,Stockholm,0.002457
2025-W04,Moderate Party (M),Men,30-49,Primary,Gothenburg,0.002216
2025-W04,Moderate Party (M),Men,30-49,Primary,Malmö,0.001707
2025-W04,Moderate Party (M),Men,30-49,Secondary,Stockholm,0.002654
2025-W04,Moderate Party (M),Men,30-49,Secondary,Gothenburg,0.001945
2025-W04,Moderate Party (M),Men,30-49,Secondary,Malmö,0.001676
2025-W04,Moderate Party (M),Men,30-49,Tertiary,Stockholm,0.003929
2025-W04,Moderate Party (M),Men,30-49,Tertiary,Gothenburg,0.002894
2025-W04,Moderate Party (M),Men,30-49,Tertiary,Malmö,0.002466
2025-W04,Moderate Party (M),Men,50-64,Primary,Stockholm,0.00242
2025-W04,Moderate Party (M),Men,50-64,Primary,Gothenburg,0.001985
2025-W04,Moderate Party (M),Men,50-64,Primary,Malmö,0.001628
2025-W04,Moderate Party (M),Men,50-64,Secondary,Stockholm,0.00248
2025-W04,Moderate Party (M),Men,50-64,Secondary,Gothenburg,0.001929
2025-W04,Moderate Party (M),Men,50-64,Secondary,Malmö,0.001797
2025-W04,Moderate Party (M),Men,50-64,Tertiary,Stockholm,0.003602
2025-W04,Moderate Party (M),Men,50-64,Tertiary,Gothenburg,0.003133
2025-W04,Moderate Party (M),Men,50-64,Tertiary,Malmö,0.002673
2025-W04,Moderate Party (M),Men,65+,Primary,Stockholm,0.002568
2025-W04,Moderate Party (M),Men,65+,Primary,Gothenburg,0.002283
2025-W04,Moderate Party (M),Men,65+,Primary,Malmö,0.001817
2025-W04,Moderate Party (M),Men,65+,Secondary,Stockholm,0.002348
2025-W04,Moderate Party (M),Men,65+,Secondary,Gothenburg,0.002295
2025-W04,Moderate Party (M),Men,65+,Secondary,Malmö,0.001555
2025-W04,Moderate Party (M),Men,65+,Tertiary,Stockholm,0.003481
2025-W04,Moderate Party (M),Men,65+,Tertiary,Gothenburg,0.00348
2025-W04,Moderate Party (M),Men,65+,Tertiary,Malmö,0.002754
2025-W04,Moderate Party (M),Women,18-29,Primary,Stockholm,0.002607
2025-W04,Moderate Party (M),Women,18-29,Primary,Gothenburg,0.002171
2025-W04,Moderate Party (M),Women,18-29,Primary,Malmö,0.001784
2025-W04,Moderate Party (M),Women,18-29,Secondary,Stockholm,0.002526
2025-W04,Moderate Party (M),Women,18-29,Secondary,Gothenburg,0.001975
2025-W04,Moderate Party (M),Women,18-29,Secondary,Malmö,0.001548
2025-W04,Moderate Party (M),Women,18-29,Tertiary,Stockholm,0.003717
2025-W04,Moderate Party (M),Women,18-29,Tertiary,Gothenburg,0.003403
2025-W04,Moderate Party (M),Women,18-29,Tertiary,Malmö,0.002629
2025-W04,Moderate Party (M),Women,30-49,Primary,Stockholm,0.002739
2025-W04,Moderate Party (M),Women,30-49,Primary,Gothenburg,0.00232
2025-W04,Moderate Party (M),Women,30-49,Primary,Malmö,0.001571
2025-W04,Moderate Party (M),Women,30-49,Secondary,Stockholm,0.002745
2025-W04,Moderate Party (M),Women,30-49,Secondary,Gothenburg,0.00203
2025-W04,Moderate Party (M),Women,30-49,Secondary,Malmö,0.001742
2025-W04,Moderate Party (M),Women,30-49,Tertiary,Stockholm,0.00387
2025-W04,Moderate Party (M),Women,30-49,Tertiary,Gothenburg,0.003143
2025-W04,Moderate Party (M),Women,30-49,Tertiary,Malmö,0.002471
2025-W04,Moderate Party (M),Women,50-64,Primary,Stockholm,0.002486
2025-W04,Moderate Party (M),Women,50-64,Primary,Gothenburg,0.002069
2025-W04,Moderate Party (M),Women,50-64,Primary,Malmö,0.001598
2025-W04,Moderate Party (M),Women,50-64,Secondary,Stockholm,0.002573
2025-W04,Moderate Party (M),Women,50-64,Secondary,Gothenburg,0.001975
2025-W04,Moderate Party (M),Women,50-64,Secondary,Malmö,0.001715
2025-W04,Moderate Party (M),Women,50-64,Tertiary,Stockholm,0.004165
2025-W04,Moderate Party (M),Women,50-64,Tertiary,Gothenburg,0.003113
2025-W04,Moderate Party (M),Women,50-64,Tertiary,Malmö,0.002685
2025-W04,Moderate Party (M),Women,65+,Primary,Stockholm,0.002732
2025-W04,Moderate Party (M),Women,65+,Primary,Gothenburg,0.002275
2025-W04,Moderate Party (M),Women,65+,Primary,Malmö,0.001622
2025-W04,Moderate Party (M),Women,65+,Secondary,Stockholm,0.002386
2025-W04,Moderate Party (M),Women,65+,Secondary,Gothenburg,0.00201
2025-W04,Moderate Party (M),Women,65+,Secondary,Malmö,0.001747
2025-W04,Moderate Party (M),Women,65+,Tertiary,Stockholm,0.004052
2025-W04,Moderate Party (M),Women,65+,Tertiary,Gothenburg,0.00331
2025-W04,Moderate Party (M),Women,65+,Tertiary,Malmö,0.002402
2025-W04,Sweden Democrats (SD),Men,18-29,Primary,Stockholm,0.00326
2025-W04,Sweden Democrats (SD),Men,18-29,Primary,Gothenburg,0.002573
2025-W04,Sweden Democrats (SD),Men,18-29,Primary,Malmö,0.002166
2025-W04,Sweden Democrats (SD),Men,18-29,Secondary,Stockholm,0.003252
2025-W04,Sweden Democrats (SD),Men,18-29,Secondary,Gothenburg,0.00255
2025-W04,Sweden Democrats (SD),Men,18-29,Secondary,Malmö,0.002236
2025-W04,Sweden Democrats (SD),Men,18-29,Tertiary,Stockholm,0.003131
2025-W04,Sweden Democrats (SD),Men,18-29,Tertiary,Gothenburg,0.002646
2025-W04,Sweden Democrats (SD),Men,18-29,Tertiary,Malmö,0.002112
2025-W04,Sweden Democrats (SD),Men,30-49,Primary,Stockholm,0.003316
2025-W04,Sweden Democrats (SD),Men,30-49,Primary,Gothenburg,0.002642
2025-W04,Sweden Democrats (SD),Men,30-49,Primary,Malmö,0.001917
2025-W04,Sweden Democrats (SD),Men,30-49,Secondary,Stockholm,0.002824
2025-W04,Sweden Democrats (SD),Men,30-49,Secondary,Gothenburg,0.002546
2025-W04,Sweden Democrats (SD),Men,30-49,Secondary,Malmö,0.00198
2025-W04,Sweden Democrats (SD),Men,30-49,Tertiary,Stockholm,0.002952
2025-W04,Sweden Democrats (SD),Men,30-49,Tertiary,Gothenburg,0.002347
2025-W04,Sweden Democrats (SD),Men,30-49,Tertiary,Malmö,0.002064
2025-W04,Sweden Democrats (SD),Men,50-64,Primary,Stockholm,0.002974
2025-W04,Sweden Democrats (SD),Men,50-64,Primary,Gothenburg,0.002551
2025-W04,Sweden Democrats (SD),Men,50-64,Primary,Malmö,0.001878
2025-W04,Sweden Democrats (SD),Men,50-64,Secondary,Stockholm,0.003296
2025-W04,Sweden Democrats (SD),Men,50-64,Secondary,Gothenburg,0.002358
2025-W04,Sweden Democrats (SD),Men,50-64,Secondary,Malmö,0.002211
2025-W04,Sweden Democrats (SD),Men,50-64,Tertiary,Stockholm,0.003311
2025-W04,Sweden Democrats (SD),Men,50-64,Tertiary,Gothenburg,0.002635
2025-W04,Sweden Democrats (SD),Men,50-64,Tertiary,Malmö,0.002064
2025-W04,Sweden Democrats (SD),Men,65+,Primary,Stockholm,0.003068
2025-W04,Sweden Democrats (SD),Men,65+,Primary,Gothenburg,0.002604
2025-W04,Sweden Democrats (SD),Men,65+,Primary,Malmö,0.002181
2025-W04,Sweden Democrats (SD),Men,65+,Secondary,Stockholm,0.003336
2025-W04,Sweden Democrats (SD),Men,65+,Secondary,Gothenburg,0.00255
2025-W04,Sweden Democrats (SD),Men,65+,Secondary,Malmö,0.002188
2025-W04,Sweden Democrats (SD),Men,65+,Tertiary,Stockholm,0.003185
2025-W04,Sweden Democrats (SD),Men,65+,Tertiary,Gothenburg,0.002484
2025-W04,Sweden Democrats (SD),Men,65+,Tertiary,Malmö,0.002051
2025-W04,Sweden Democrats (SD),Women,18-29,Primary,Stockholm,0.001232
2025-W04,Sweden Democrats (SD),Women,18-29,Primary,Gothenburg,0.001007
2025-W04,Sweden Democrats (SD),Women,18-29,Primary,Malmö,0.000813
2025-W04,Sweden Democrats (SD),Women,18-29,Secondary,Stockholm,0.001431
2025-W04,Sweden Democrats (SD),Women,18-29,Secondary,Gothenburg,0.001069
2025-W04,Sweden Democrats (SD),Women,18-29,Secondary,Malmö,0.000921
2025-W04,Sweden Democrats (SD),Women,18-29,Tertiary,Stockholm,0.001326
2025-W04,Sweden Democrats (SD),Women,18-29,Tertiary,Gothenburg,0.001032
2025-W04,Sweden Democrats (SD),Women,18-29,Tertiary,Malmö,0.000839
2025-W04,Sweden Democrats (SD),Women,30-49,Primary,Stockholm,0.001308
2025-W04,Sweden Democrats (SD),Women,30-49,Primary,Gothenburg,0.001091
2025-W04,Sweden Democrats (SD),Women,30-49,Primary,Malmö,0.000887
2025-W04,Sweden Democrats (SD),Women,30-49,Secondary,Stockholm,0.001234
2025-W04,Sweden Democrats (SD),Women,30-49,Secondary,Gothenburg,0.001076
2025-W04,Sweden Democrats (SD),Women,30-49,Secondary,Malmö,0.000845
2025-W04,Sweden Democrats (SD),Women,30-49,Tertiary,Stockholm,0.001301
2025-W04,Sweden Democrats (SD),Women,30-49,Tertiary,Gothenburg,0.001068
2025-W04,Sweden Democrats (SD),Women,30-49,Tertiary,Malmö,0.0009
2025-W04,Sweden Democrats (SD),Women,50-64,Primary,Stockholm,0.001401
2025-W04,Sweden Democrats (SD),Women,50-64,Primary,Gothenburg,0.001137
2025-W04,Sweden Democrats (SD),Women,50-64,Primary,Malmö,0.000807
2025-W04,Sweden Democrats (SD),Women,50-64,Secondary,Stockholm,0.001217
2025-W04,Sweden Democrats (SD),Women,50-64,Secondary,Gothenburg,0.001143
2025-W04,Sweden Democrats (SD),Women,50-64,Secondary,Malmö,0.000845
2025-W04,Sweden Democrats (SD),Women,50-64,Tertiary,Stockholm,0.001384
2025-W04,Sweden Democrats (SD),Women,50-64,Tertiary,Gothenburg,0.001139
2025-W04,Sweden Democrats (SD),Women,50-64,Tertiary,Malmö,0.000955
2025-W04,Sweden Democrats (SD),Women,65+,Primary,Stockholm,0.001424
2025-W04,Sweden Democrats (SD),Women,65+,Primary,Gothenburg,0.001067
2025-W04,Sweden Democrats (SD),Women,65+,Primary,Malmö,0.000898
2025-W04,Sweden Democrats (SD),Women,65+,Secondary,Stockholm,0.00123
2025-W04,Sweden Democrats (SD),Women,65+,Secondary,Gothenburg,0.001071
2025-W04,Sweden Democrats (SD),Women,65+,Secondary,Malmö,0.000966
2025-W04,Sweden Democrats (SD),Women,65+,Tertiary,Stockholm,0.001377
2025-W04,Sweden Democrats (SD),Women,65+,Tertiary,Gothenburg,0.00108
2025-W04,Sweden Democrats (SD),Women,65+,Tertiary,Malmö,0.0009
2025-W04,Left Party (V),Men,18-29,Primary,Stockholm,0.001866
2025-W04,Left Party (V),Men,18-29,Primary,Gothenburg,0.001376
2025-W04,Left Party (V),Men,18-29,Primary,Malmö,0.001116
2025-W04,Left Party (V),Men,18-29,Secondary,Stockholm,0.001816
2025-W04,Left Party (V),Men,18-29,Secondary,Gothenburg,0.00152
2025-W04,Left Party (V),Men,18-29,Secondary,Malmö,0.001183
2025-W04,Left Party (V),Men,18-29,Tertiary,Stockholm,0.001829
2025-W04,Left Party (V),Men,18-29,Tertiary,Gothenburg,0.001498
2025-W04,Left Party (V),Men,18-29,Tertiary,Malmö,0.001186
2025-W04,Left Party (V),Men,30-49,Primary,Stockholm,0.001725
2025-W04,Left Party (V),Men,30-49,Primary,Gothenburg,0.001472
2025-W04,Left Party (V),Men,30-49,Primary,Malmö,0.001126
2025-W04,Left Party (V),Men,30-49,Secondary,Stockholm,0.001669
2025-W04,Left Party (V),Men,30-49,Secondary,Gothenburg,0.001391
2025-W04,Left Party (V),Men,30-49,Secondary,Malmö,0.001071
2025-W04,Left Party (V),Men,30-49,Tertiary,Stockholm,0.001618
2025-W04,Left Party (V),Men,30-49,Tertiary,Gothenburg,0.001558
2025-W04,Left Party (V),Men,30-49,Tertiary,Malmö,0.001141
2025-W04,Left Party (V),Men,50-64,Primary,Stockholm,0.001622
2025-W04,Left Party (V),Men,50-64,Primary,Gothenburg,0.001326
2025-W04,Left Party (V),Men,50-64,Primary,Malmö,0.001047
2025-W04,Left Party (V),Men,50-64,Secondary,Stockholm,0.001834
2025-W04,Left Party (V),Men,50-64,Secondary,Gothenburg,0.001316
2025-W04,Left Party (V),Men,50-64,Secondary,Malmö,0.001206
2025-W04,Left Party (V),Men,50-64,Tertiary,Stockholm,0.001831
2025-W04,Left Party (V),Men,50-64,Tertiary,Gothenburg,0.00154
2025-W04,Left Party (V),Men,50-64,Tertiary,Malmö,0.001038
2025-W04,Left Party (V),Men,65+,Primary,Stockholm,0.00166
2025-W04,Left Party (V),Men,65+,Primary,Gothenburg,0.001506
2025-W04,Left Party (V),Men,65+,Primary,Malmö,0.00106
2025-W04,Left Party (V),Men,65+,Secondary,Stockholm,0.001674
2025-W04,Left Party (V),Men,65+,Secondary,Gothenburg,0.001333
2025-W04,Left Party (V),Men,65+,Secondary,Malmö,0.00122
2025-W04,Left Party (V),Men,65+,Tertiary,Stockholm,0.001809
2025-W04,Left Party (V),Men,65+,Tertiary,Gothenburg,0.001518
2025-W04,Left Party (V),Men,65+,Tertiary,Malmö,0.001067
2025-W04,Left Party (V),Women,18-29,Primary,Stockholm,0.002203
2025-W04,Left Party (V),Women,18-29,Primary,Gothenburg,0.001826
2025-W04,Left Party (V),Women,18-29,Primary,Malmö,0.00154
2025-W04,Left Party (V),Women,18-29,Secondary,Stockholm,0.002114
2025-W04,Left Party (V),Women,18-29,Secondary,Gothenburg,0.001838
2025-W04,Left Party (V),Women,18-29,Secondary,Malmö,0.001423
2025-W04,Left Party (V),Women,18-29,Tertiary,Stockholm,0.002342
2025-W04,Left Party (V),Women,18-29,Tertiary,Gothenburg,0.00184
2025-W04,Left Party (V),Women,18-29,Tertiary,Malmö,0.001497
2025-W04,Left Party (V),Women,30-49,Primary,Stockholm,0.002146
2025-W04,Left Party (V),Women,30-49,Primary,Gothenburg,0.001974
2025-W04,Left Party (V),Women,30-49,Primary,Malmö,0.001478
2025-W04,Left Party (V),Women,30-49,Secondary,Stockholm,0.00238
2025-W04,Left Party (V),Women,30-49,Secondary,Gothenburg,0.00181
2025-W04,Left Party (V),Women,30-49,Secondary,Malmö,0.00162
2025-W04,Left Party (V),Women,30-49,Tertiary,Stockholm,0.002447
2025-W04,Left Party (V),Women,30-49,Tertiary,Gothenburg,0.001845
2025-W04,Left Party (V),Women,30-49,Tertiary,Malmö,0.001422
2025-W04,Left Party (V),Women,50-64,Primary,Stockholm,0.002178
2025-W04,Left Party (V),Women,50-64,Primary,Gothenburg,0.001869
2025-W04,Left Party (V),Women,50-64,Primary,Malmö,0.001626
2025-W04,Left Party (V),Women,50-64,Secondary,Stockholm,0.002372
2025-W04,Left Party (V),Women,50-64,Secondary,Gothenburg,0.001971
2025-W04,Left Party (V),Women,50-64,Secondary,Malmö,0.00138
2025-W04,Left Party (V),Women,50-64,Tertiary,Stockholm,0.002119
2025-W04,Left Party (V),Women,50-64,Tertiary,Gothenburg,0.001911
2025-W04,Left Party (V),Women,50-64,Tertiary,Malmö,0.001598
2025-W04,Left Party (V),Women,65+,Primary,Stockholm,0.002255
2025-W04,Left Party (V),Women,65+,Primary,Gothenburg,0.001711
2025-W04,Left Party (V),Women,65+,Primary,Malmö,0.00159
2025-W04,Left Party (V),Women,65+,Secondary,Stockholm,0.002387
2025-W04,Left Party (V),Women,65+,Secondary,Gothenburg,0.001779
2025-W04,Left Party (V),Women,65+,Secondary,Malmö,0.001565
2025-W04,Left Party (V),Women,65+,Tertiary,Stockholm,0.002129
2025-W04,Left Party (V),Women,65+,Tertiary,Gothenburg,0.00201
2025-W04,Left Party (V),Women,65+,Tertiary,Malmö,0.001382
2025-W04,Centre Party (C),Men,18-29,Primary,Stockholm,0.001422
2025-W04,Centre Party (C),Men,18-29,Primary,Gothenburg,0.001307
2025-W04,Centre Party (C),Men,18-29,Primary,Malmö,0.000907
2025-W04,Centre Party (C),Men,18-29,Secondary,Stockholm,0.001426
2025-W04,Centre Party (C),Men,18-29,Secondary,Gothenburg,0.001164
2025-W04,Centre Party (C),Men,18-29,Secondary,Malmö,0.000869
2025-W04,Centre Party (C),Men,18-29,Tertiary,Stockholm,0.001311
2025-W04,Centre Party (C),Men,18-29,Tertiary,Gothenburg,0.0012
2025-W04,Centre Party (C),Men,18-29,Tertiary,Malmö,0.000909
2025-W04,Centre Party (C),Men,30-49,Primary,Stockholm,0.001582
2025-W04,Centre Party (C),Men,30-49,Primary,Gothenburg,0.00117
2025-W04,Centre Party (C),Men,30-49,Primary,Malmö,0.000869
2025-W04,Centre Party (C),Men,30-49,Secondary,Stockholm,0.001564
2025-W04,Centre Party (C),Men,30-49,Secondary,Gothenburg,0.001281
2025-W04,Centre Party (C),Men,30-49,Secondary,Malmö,0.000989
2025-W04,Centre Party (C),Men,30-49,Tertiary,Stockholm,0.001524
2025-W04,Centre Party (C),Men,30-49,Tertiary,Gothenburg,0.001113
2025-W04,Centre Party (C),Men,30-49,Tertiary,Malmö,0.000919
2025-W04,Centre Party (C),Men,50-64,Primary,Stockholm,0.001535
2025-W04,Centre Party (C),Men,50-64,Primary,Gothenburg,0.001247
2025-W04,Centre Party (C),Men,50-64,Primary,Malmö,0.000891
2025-W04,Centre Party (C),Men,50-64,Secondary,Stockholm,0.001499
2025-W04,Centre Party (C),Men,50-64,Secondary,Gothenburg,0.001188
2025-W04,Centre Party (C),Men,50-64,Secondary,Malmö,0.000865
2025-W04,Centre Party (C),Men,50-64,Tertiary,Stockholm,0.001319
2025-W04,Centre Party (C),Men,50-64,Tertiary,Gothenburg,0.001141
2025-W04,Centre Party (C),Men,50-64,Tertiary,Malmö,0.001024
2025-W04,Centre Party (C),Men,65+,Primary,Stockholm,0.001454
2025-W04,Centre Party (C),Men,65+,Primary,Gothenburg,0.001255
2025-W04,Centre Party (C),Men,65+,Primary,Malmö,0.000965
2025-W04,Centre Party (C),Men,65+,Secondary,Stockholm,0.001328
2025-W04,Centre Party (C),Men,65+,Secondary,Gothenburg,0.001149
2025-W04,Centre Party (C),Men,65+,Secondary,Malmö,0.000922
2025-W04,Centre Party (C),Men,65+,Tertiary,Stockholm,0.00131
2025-W04,Centre Party (C),Men,65+,Tertiary,Gothenburg,0.001181
2025-W04,Centre Party (C),Men,65+,Tertiary,Malmö,0.001016
2025-W04,Centre Party (C),Women,18-29,Primary,Stockholm,0.001428
2025-W04,Centre Party (C),Women,18-29,Primary,Gothenburg,0.001107
2025-W04,Centre Party (C),Women,18-29,Primary,Malmö,0.001038
2025-W04,Centre Party (C),Women,18-29,Secondary,Stockholm,0.001468
2025-W04,Centre Party (C),Women,18-29,Secondary,Gothenburg,0.001084
2025-W04,Centre Party (C),Women,18-29,Secondary,Malmö,0.000963
2025-W04,Centre Party (C),Women,18-29,Tertiary,Stockholm,0.001366
2025-W04,Centre Party (C),Women,18-29,Tertiary,Gothenburg,0.001114
2025-W04,Centre Party (C),Women,18-29,Tertiary,Malmö,0.000946
2025-W04,Centre Party (C),Women,30-49,Primary,Stockholm,0.001473
2025-W04,Centre Party (C),Women,30-49,Primary,Gothenburg,0.001138
2025-W04,Centre Party (C),Women,30-49,Primary,Malmö,0.000944
2025-W04,Centre Party (C),Women,30-49,Secondary,Stockholm,0.001487
2025-W04,Centre Party (C),Women,30-49,Secondary,Gothenburg,0.001101
2025-W04,Centre Party (C),Women,30-49,Secondary,Malmö,0.001051
2025-W04,Centre Party (C),Women,30-49,Tertiary,Stockholm,0.001315
2025-W04,Centre Party (C),Women,30-49,Tertiary,Gothenburg,0.001206
2025-W04,Centre Party (C),Women,30-49,Tertiary,Malmö,0.000961
2025-W04,Centre Party (C),Women,50-64,Primary,Stockholm,0.001581
2025-W04,Centre Party (C),Women,50-64,Primary,Gothenburg,0.001213
2025-W04,Centre Party (C),Women,50-64,Primary,Malmö,0.000939
2025-W04,Centre Party (C),Women,50-64,Secondary,Stockholm,0.001431
2025-W04,Centre Party (C),Women,50-64,Secondary,Gothenburg,0.001233
2025-W04,Centre Party (C),Women,50-64,Secondary,Malmö,0.001052
2025-W04,Centre Party (C),Women,50-64,Tertiary,Stockholm,0.001369
2025-W04,Centre Party (C),Women,50-64,Tertiary,Gothenburg,0.001084
2025-W04,Centre Party (C),Women,50-64,Tertiary,Malmö,0.001015
2025-W04,Centre Party (C),Women,65+,Primary,Stockholm,0.001395
2025-W04,Centre Party (C),Women,65+,Primary,Gothenburg,0.001256
2025-W04,Centre Party (C),Women,65+,Primary,Malmö,0.000985
2025-W04,Centre Party (C),Women,65+,Secondary,Stockholm,0.001518
2025-W04,Centre Party (C),Women,65+,Secondary,Gothenburg,0.001256
2025-W04,Centre Party (C),Women,65+,Secondary,Malmö,0.000928
2025-W04,Centre Party (C),Women,65+,Tertiary,Stockholm,0.001309
2025-W04,Centre Party (C),Women,65+,Tertiary,Gothenburg,0.001211
2025-W04,Centre Party (C),Women,65+,Tertiary,Malmö,0.00102
2025-W05,Social Democrats (S),Men,18-29,Primary,Stockholm,0.004551
