gm_code,municipality,gender,age_group,education,N,vote_2030
GM0845    ,Sint-Michielsgestel,female,55-65,"Havo, vwo, mbo2-4",1033.0,CDA
GM0363    ,Amsterdam,female,35-45,Basisonderwijs,4228.0,Did not vote
GM0106    ,Assen,male,65-75,"Havo, vwo, mbo2-4",1638.0,50PLUS
GM1708    ,Steenwijkerland,female,15-25,"Havo, vwo, mbo2-4",1070.0,D66
GM0080    ,Leeuwarden,male,25-35,"Havo, vwo, mbo2-4",5000.0,D66
GM0613    ,Albrandswaard,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",631.0,Did not vote
GM0362    ,Amstelveen,female,65-75,"Hbo-, wo-master, doctor",634.0,D66
GM1641    ,Maasgouw,male,65-75,"Havo, vwo, mbo2-4",680.0,CDA
GM0034    ,Almere,female,25-35,"Hbo-, wo-master, doctor",2214.0,D66
GM0228    ,Ede,female,55-65,Basisonderwijs,729.0,50PLUS
GM1509    ,Oude IJsselstreek,female,55-65,"Havo, vwo, mbo2-4",1706.0,CDA
GM0268    ,Nijmegen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1532.0,50PLUS
GM0297    ,Zaltbommel,female,15-25,"Havo, vwo, mbo2-4",902.0,D66
GM0173    ,Oldenzaal,female,65-75,"Havo, vwo, mbo2-4",756.0,CDA
GM0268    ,Nijmegen,female,25-35,"Havo, vwo, mbo2-4",4058.0,D66
GM0907    ,Gennep,female,55-65,"Havo, vwo, mbo2-4",662.0,CDA
GM1674    ,Roosendaal,female,45-55,"Hbo-, wo-master, doctor",465.0,D66
GM0828    ,Oss,female,25-35,"Havo, vwo, mbo2-4",2250.0,GL-PvdA
GM1904    ,Stichtse Vecht,male,65-75,"Havo, vwo, mbo2-4",1349.0,VVD
GM0503    ,Delft,male,15-25,"Havo, vwo, mbo2-4",6929.0,D66
GM0405    ,Hoorn,female,55-65,"Havo, vwo, mbo2-4",2387.0,50PLUS
GM0037    ,Stadskanaal,male,25-35,"Havo, vwo, mbo2-4",1047.0,VVD
GM1509    ,Oude IJsselstreek,female,65-75,"Havo, vwo, mbo2-4",1128.0,CDA
GM0173    ,Oldenzaal,female,35-45,"Havo, vwo, mbo2-4",609.0,VVD
GM0534    ,Hillegom,female,25-35,"Havo, vwo, mbo2-4",503.0,D66
GM0230    ,Elburg,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",288.0,VVD
GM0014    ,Groningen (gemeente),male,55-65,"Havo, vwo, mbo2-4",4762.0,VVD
GM0384    ,Diemen,male,45-55,"Hbo-, wo-bachelor",396.0,VVD
GM0796    ,'s-Hertogenbosch,male,45-55,"Havo, vwo, mbo2-4",3586.0,CDA
GM0935    ,Maastricht,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1966.0,Did not vote
GM0402    ,Hilversum,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",726.0,50PLUS
GM0687    ,Middelburg (Z.),male,45-55,"Hbo-, wo-bachelor",626.0,VVD
GM0622    ,Vlaardingen,male,15-25,"Havo, vwo, mbo2-4",1604.0,GL-PvdA
GM1883    ,Sittard-Geleen,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",405.0,PVV
GM1730    ,Tynaarlo,male,45-55,"Hbo-, wo-master, doctor",502.0,D66
GM0867    ,Waalwijk,female,15-25,"Havo, vwo, mbo2-4",1121.0,D66
GM0899    ,Brunssum,female,45-55,"Havo, vwo, mbo2-4",716.0,CDA
GM0164    ,Hengelo (O.),female,15-25,Basisonderwijs,533.0,Did not vote
GM1894    ,Peel en Maas,female,35-45,"Havo, vwo, mbo2-4",1076.0,BBB
GM0014    ,Groningen (gemeente),female,35-45,Basisonderwijs,581.0,Did not vote
GM1705    ,Lingewaard,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",346.0,BBB
GM1959    ,Altena,male,25-35,"Havo, vwo, mbo2-4",1981.0,VVD
GM0345    ,Veenendaal,female,15-25,"Havo, vwo, mbo2-4",1751.0,D66
GM0983    ,Venlo,female,45-55,Basisonderwijs,975.0,Did not vote
GM0542    ,Krimpen aan den IJssel,male,25-35,"Havo, vwo, mbo2-4",923.0,VVD
GM0758    ,Breda,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1647.0,CDA
GM0489    ,Barendrecht,male,25-35,"Havo, vwo, mbo2-4",1223.0,VVD
GM0355    ,Zeist,female,35-45,"Havo, vwo, mbo2-4",986.0,D66
GM0090    ,Smallingerland,male,35-45,"Hbo-, wo-bachelor",808.0,VVD
GM0216    ,Culemborg,female,35-45,"Hbo-, wo-master, doctor",538.0,D66
GM0392    ,Haarlem,male,45-55,"Havo, vwo, mbo2-4",3424.0,VVD
GM1709    ,Moerdijk,male,55-65,Basisonderwijs,248.0,50PLUS
GM1883    ,Sittard-Geleen,male,25-35,"Havo, vwo, mbo2-4",2424.0,VVD
GM1952    ,Midden-Groningen,male,55-65,"Havo, vwo, mbo2-4",2426.0,BBB
GM0498    ,Drechterland,male,25-35,"Hbo-, wo-master, doctor",75.0,D66
GM0114    ,Emmen,male,45-55,"Havo, vwo, mbo2-4",3815.0,VVD
GM0632    ,Woerden,female,25-35,"Havo, vwo, mbo2-4",1042.0,D66
GM1970    ,Noardeast-Fryslân,male,65-75,"Hbo-, wo-master, doctor",160.0,FNP
GM1955    ,Montferland,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",640.0,Did not vote
GM0193    ,Zwolle,female,65-75,"Havo, vwo, mbo2-4",2259.0,CDA
GM0274    ,Renkum,female,25-35,"Hbo-, wo-bachelor",377.0,D66
GM1916    ,Leidschendam-Voorburg,female,15-25,"Havo, vwo, mbo2-4",1543.0,D66
GM0281    ,Tiel,male,45-55,Basisonderwijs,400.0,BBB
GM0405    ,Hoorn,male,65-75,"Havo, vwo, mbo2-4",1796.0,50PLUS
GM0796    ,'s-Hertogenbosch,male,45-55,Basisonderwijs,747.0,CDA
GM0119    ,Meppel,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",582.0,CDA
GM1960    ,West Betuwe,female,55-65,Basisonderwijs,373.0,BBB
GM0505    ,Dordrecht,female,55-65,"Hbo-, wo-bachelor",1386.0,D66
GM1992    ,Voorne aan Zee,female,65-75,"Hbo-, wo-master, doctor",205.0,VVD
GM0164    ,Hengelo (O.),male,55-65,"Havo, vwo, mbo2-4",2572.0,VVD
GM0394    ,Haarlemmermeer,female,45-55,"Hbo-, wo-bachelor",3036.0,D66
GM1991    ,Maashorst,female,55-65,"Havo, vwo, mbo2-4",1978.0,CDA
GM0599    ,Rotterdam,male,55-65,Basisonderwijs,6708.0,PVV
GM0267    ,Nijkerk,female,45-55,"Hbo-, wo-bachelor",691.0,D66
GM1876    ,Bronckhorst,female,65-75,Basisonderwijs,251.0,CDA
GM0289    ,Wageningen,male,25-35,"Hbo-, wo-bachelor",1236.0,D66
GM0150    ,Deventer,female,35-45,"Hbo-, wo-bachelor",1768.0,D66
GM0629    ,Wassenaar,male,25-35,"Hbo-, wo-master, doctor",146.0,VVD
GM1950    ,Westerwolde,female,55-65,Basisonderwijs,163.0,CDA
GM0355    ,Zeist,female,25-35,"Hbo-, wo-bachelor",1010.0,D66
GM0518    ,'s-Gravenhage (gemeente),male,35-45,Basisonderwijs,4891.0,PVV
GM0518    ,'s-Gravenhage (gemeente),male,35-45,"Hbo-, wo-bachelor",8611.0,D66
GM0505    ,Dordrecht,female,45-55,"Hbo-, wo-master, doctor",975.0,D66
GM0798    ,Hilvarenbeek,female,55-65,"Havo, vwo, mbo2-4",716.0,CDA
GM0086    ,Opsterland,female,15-25,"Havo, vwo, mbo2-4",690.0,BBB
GM0114    ,Emmen,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",2083.0,CDA
GM0289    ,Wageningen,male,55-65,"Havo, vwo, mbo2-4",522.0,BBB
GM0736    ,De Ronde Venen,male,65-75,"Havo, vwo, mbo2-4",1056.0,50PLUS
GM0606    ,Schiedam,male,25-35,"Hbo-, wo-bachelor",1638.0,D66
GM0855    ,Tilburg,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",2860.0,CDA
GM0855    ,Tilburg,female,65-75,"Havo, vwo, mbo2-4",3818.0,CDA
GM0439    ,Purmerend,female,65-75,Basisonderwijs,918.0,50PLUS
GM0402    ,Hilversum,female,15-25,Basisonderwijs,450.0,Did not vote
GM0861    ,Veldhoven,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",99.0,CDA
GM0542    ,Krimpen aan den IJssel,female,55-65,Basisonderwijs,210.0,50PLUS
GM0736    ,De Ronde Venen,female,15-25,"Havo, vwo, mbo2-4",1109.0,D66
GM0361    ,Alkmaar,female,25-35,"Hbo-, wo-master, doctor",1118.0,D66
GM1900    ,Súdwest-Fryslân,male,25-35,"Havo, vwo, mbo2-4",2851.0,FNP
GM0785    ,Goirle,female,35-45,"Hbo-, wo-master, doctor",333.0,D66
GM0569    ,Nieuwkoop,male,35-45,"Havo, vwo, mbo2-4",858.0,VVD
GM0275    ,Rheden,female,35-45,"Hbo-, wo-bachelor",619.0,D66
GM0299    ,Zevenaar,female,55-65,"Havo, vwo, mbo2-4",1724.0,CDA
GM0160    ,Hardenberg,female,65-75,"Havo, vwo, mbo2-4",1250.0,CDA
GM1894    ,Peel en Maas,male,65-75,Basisonderwijs,202.0,CDA
GM1930    ,Nissewaard,female,25-35,"Havo, vwo, mbo2-4",2722.0,D66
GM0847    ,Someren,female,25-35,"Havo, vwo, mbo2-4",664.0,D66
GM0342    ,Soest,male,65-75,"Havo, vwo, mbo2-4",972.0,CDA
GM1979    ,Eemsdelta,female,65-75,"Havo, vwo, mbo2-4",1175.0,CDA
GM0302    ,Nunspeet,male,55-65,"Havo, vwo, mbo2-4",842.0,CDA
GM0402    ,Hilversum,female,55-65,"Hbo-, wo-bachelor",1427.0,D66
GM0917    ,Heerlen,male,15-25,"Havo, vwo, mbo2-4",1955.0,VVD
GM1894    ,Peel en Maas,female,25-35,Basisonderwijs,504.0,Did not vote
GM0193    ,Zwolle,male,25-35,"Havo, vwo, mbo2-4",4128.0,D66
GM1969    ,Westerkwartier,male,35-45,"Havo, vwo, mbo2-4",2052.0,BBB
GM0484    ,Alphen aan den Rijn,female,35-45,"Hbo-, wo-bachelor",2242.0,D66
GM0935    ,Maastricht,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1825.0,PvdD
GM0383    ,Castricum,female,45-55,"Havo, vwo, mbo2-4",902.0,VVD
GM0267    ,Nijkerk,female,55-65,"Hbo-, wo-master, doctor",202.0,D66
GM1859    ,Berkelland,female,45-55,"Havo, vwo, mbo2-4",1347.0,BBB
GM1940    ,De Fryske Marren,female,45-55,"Havo, vwo, mbo2-4",1610.0,FNP
GM0828    ,Oss,male,55-65,"Havo, vwo, mbo2-4",3167.0,CDA
GM1901    ,Bodegraven-Reeuwijk,male,55-65,"Havo, vwo, mbo2-4",1002.0,BBB
GM1949    ,Waadhoeke,male,45-55,"Havo, vwo, mbo2-4",1618.0,BBB
GM1992    ,Voorne aan Zee,female,35-45,"Hbo-, wo-bachelor",1188.0,D66
GM0575    ,Noordwijk,male,15-25,"Hbo-, wo-bachelor",142.0,D66
GM0200    ,Apeldoorn,female,65-75,"Hbo-, wo-bachelor",1652.0,CDA
GM1676    ,Schouwen-Duiveland,male,35-45,"Havo, vwo, mbo2-4",967.0,BBB
GM1674    ,Roosendaal,male,15-25,Basisonderwijs,608.0,Did not vote
GM0637    ,Zoetermeer,male,45-55,"Hbo-, wo-master, doctor",851.0,D66
GM0637    ,Zoetermeer,female,25-35,"Havo, vwo, mbo2-4",3658.0,D66
GM0505    ,Dordrecht,male,65-75,Basisonderwijs,662.0,CDA
GM0610    ,Sliedrecht,female,45-55,"Havo, vwo, mbo2-4",716.0,VVD
GM0599    ,Rotterdam,female,65-75,"Havo, vwo, mbo2-4",8938.0,50PLUS
GM0855    ,Tilburg,male,35-45,"Havo, vwo, mbo2-4",5334.0,VVD
GM0197    ,Aalten,male,55-65,"Havo, vwo, mbo2-4",1071.0,BBB
GM0794    ,Helmond,female,25-35,"Havo, vwo, mbo2-4",2682.0,D66
GM1884    ,Kaag en Braassem,female,65-75,"Hbo-, wo-bachelor",178.0,CDA
GM0189    ,Wierden,female,25-35,"Havo, vwo, mbo2-4",580.0,D66
GM0106    ,Assen,female,65-75,"Hbo-, wo-master, doctor",284.0,D66
GM0995    ,Lelystad,female,65-75,"Havo, vwo, mbo2-4",1777.0,CDA
GM0518    ,'s-Gravenhage (gemeente),female,55-65,"Havo, vwo, mbo2-4",10784.0,CDA
GM1892    ,Zuidplas,female,45-55,"Hbo-, wo-master, doctor",409.0,D66
GM0080    ,Leeuwarden,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1237.0,50PLUS
GM1960    ,West Betuwe,female,15-25,Basisonderwijs,282.0,Did not vote
GM0080    ,Leeuwarden,female,35-45,"Hbo-, wo-master, doctor",1365.0,D66
GM0606    ,Schiedam,female,55-65,"Havo, vwo, mbo2-4",2023.0,50PLUS
GM1900    ,Súdwest-Fryslân,female,45-55,Basisonderwijs,182.0,FNP
GM0865    ,Vught,male,55-65,"Havo, vwo, mbo2-4",749.0,CDA
GM0748    ,Bergen op Zoom,female,65-75,Basisonderwijs,757.0,CDA
GM1980    ,Dijk en Waard,female,45-55,"Havo, vwo, mbo2-4",2739.0,VVD
GM0228    ,Ede,female,15-25,"Havo, vwo, mbo2-4",3682.0,D66
GM0546    ,Leiden,female,25-35,"Hbo-, wo-master, doctor",5824.0,D66
GM1945    ,Berg en Dal,female,45-55,"Hbo-, wo-master, doctor",458.0,D66
GM0531    ,Hendrik-Ido-Ambacht,male,15-25,Basisonderwijs,256.0,Did not vote
GM1904    ,Stichtse Vecht,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",307.0,Did not vote
GM0777    ,Etten-Leur,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",835.0,Did not vote
GM0160    ,Hardenberg,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",448.0,BBB
GM0153    ,Enschede,male,25-35,"Havo, vwo, mbo2-4",5655.0,D66
GM1950    ,Westerwolde,male,35-45,"Hbo-, wo-bachelor",223.0,BBB
GM0312    ,Bunnik,female,55-65,"Havo, vwo, mbo2-4",379.0,50PLUS
GM0114    ,Emmen,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1264.0,CDA
GM0995    ,Lelystad,female,35-45,"Havo, vwo, mbo2-4",2611.0,VVD
GM0935    ,Maastricht,female,55-65,"Hbo-, wo-bachelor",1498.0,CDA
GM0222    ,Doetinchem,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",262.0,SP
GM0385    ,Edam-Volendam,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",671.0,SP
GM0294    ,Winterswijk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",614.0,Did not vote
GM1652    ,Gemert-Bakel,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",144.0,PVV
GM0385    ,Edam-Volendam,male,55-65,"Havo, vwo, mbo2-4",1212.0,CDA
GM1706    ,Cranendonck,male,65-75,"Hbo-, wo-master, doctor",95.0,VVD
GM1742    ,Rijssen-Holten,female,35-45,Basisonderwijs,84.0,Did not vote
GM0118    ,Hoogeveen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1006.0,50PLUS
GM0193    ,Zwolle,male,45-55,"Hbo-, wo-bachelor",2575.0,VVD
GM0037    ,Stadskanaal,male,65-75,"Hbo-, wo-bachelor",309.0,CDA
GM0622    ,Vlaardingen,male,45-55,Basisonderwijs,515.0,PVV
GM0420    ,Medemblik,female,45-55,"Havo, vwo, mbo2-4",1380.0,BBB
GM1949    ,Waadhoeke,female,35-45,Basisonderwijs,88.0,Did not vote
GM0396    ,Heemskerk,female,65-75,"Hbo-, wo-bachelor",310.0,CDA
GM0158    ,Haaksbergen,male,55-65,"Havo, vwo, mbo2-4",970.0,CDA
GM0971    ,Stein (L.),male,65-75,"Havo, vwo, mbo2-4",872.0,CDA
GM0345    ,Veenendaal,male,45-55,"Hbo-, wo-master, doctor",512.0,D66
GM0308    ,Baarn,male,25-35,"Havo, vwo, mbo2-4",391.0,D66
GM0957    ,Roermond,male,65-75,Basisonderwijs,354.0,CDA
GM0150    ,Deventer,female,25-35,"Hbo-, wo-bachelor",2258.0,D66
GM0147    ,Borne,female,65-75,"Havo, vwo, mbo2-4",578.0,CDA
GM1948    ,Meierijstad,female,15-25,"Havo, vwo, mbo2-4",2007.0,D66
GM0406    ,Huizen,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",278.0,50PLUS
GM0556    ,Maassluis,male,45-55,"Hbo-, wo-bachelor",416.0,VVD
GM0575    ,Noordwijk,male,65-75,"Havo, vwo, mbo2-4",1053.0,CDA
GM0820    ,"Nuenen, Gerwen en Nederwetten",female,55-65,"Havo, vwo, mbo2-4",826.0,50PLUS
GM0622    ,Vlaardingen,male,25-35,Basisonderwijs,902.0,Did not vote
GM0603    ,Rijswijk (ZH.),male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",458.0,VVD
GM0171    ,Noordoostpolder,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",713.0,CDA
GM0037    ,Stadskanaal,male,45-55,"Hbo-, wo-bachelor",308.0,VVD
GM0294    ,Winterswijk,female,15-25,"Havo, vwo, mbo2-4",677.0,D66
GM1640    ,Leudal,male,65-75,"Hbo-, wo-bachelor",513.0,CDA
GM0363    ,Amsterdam,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",5995.0,VVD
GM0344    ,Utrecht (gemeente),male,45-55,"Havo, vwo, mbo2-4",5779.0,VVD
GM0984    ,Venray,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",854.0,Did not vote
GM0200    ,Apeldoorn,male,65-75,"Havo, vwo, mbo2-4",3754.0,VVD
GM0396    ,Heemskerk,female,65-75,"Havo, vwo, mbo2-4",1015.0,CDA
GM0484    ,Alphen aan den Rijn,male,65-75,"Hbo-, wo-master, doctor",738.0,D66
GM0233    ,Ermelo,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",187.0,BBB
GM0717    ,Veere,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",471.0,CDA
GM0553    ,Lisse,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",303.0,50PLUS
GM0168    ,Losser,male,35-45,Basisonderwijs,66.0,BBB
GM1940    ,De Fryske Marren,female,35-45,"Hbo-, wo-bachelor",745.0,D66
GM0394    ,Haarlemmermeer,male,35-45,Basisonderwijs,410.0,Did not vote
GM0984    ,Venray,male,65-75,"Havo, vwo, mbo2-4",1137.0,CDA
GM0273    ,Putten,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",504.0,CDA
GM0502    ,Capelle aan den IJssel,male,25-35,"Hbo-, wo-bachelor",991.0,D66
GM0687    ,Middelburg (Z.),female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",772.0,CDA
GM0080    ,Leeuwarden,female,65-75,"Hbo-, wo-bachelor",1470.0,CDA
GM0308    ,Baarn,male,15-25,"Havo, vwo, mbo2-4",467.0,D66
GM1676    ,Schouwen-Duiveland,male,45-55,"Havo, vwo, mbo2-4",976.0,BBB
GM1904    ,Stichtse Vecht,male,45-55,"Hbo-, wo-bachelor",966.0,D66
GM0114    ,Emmen,male,15-25,Basisonderwijs,1115.0,Did not vote
GM0537    ,Katwijk,male,15-25,"Havo, vwo, mbo2-4",1998.0,Did not vote
GM0274    ,Renkum,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",263.0,VVD
GM0226    ,Duiven,male,25-35,"Havo, vwo, mbo2-4",667.0,VVD
GM0479    ,Zaanstad,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",2173.0,50PLUS
GM1948    ,Meierijstad,male,55-65,"Havo, vwo, mbo2-4",2816.0,CDA
GM1730    ,Tynaarlo,female,35-45,"Hbo-, wo-master, doctor",779.0,D66
GM0147    ,Borne,female,25-35,"Havo, vwo, mbo2-4",532.0,VVD
GM0200    ,Apeldoorn,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1757.0,50PLUS
GM0758    ,Breda,male,15-25,"Havo, vwo, mbo2-4",6172.0,D66
GM1982    ,Land van Cuijk,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",575.0,BBB
GM1911    ,Hollands Kroon,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1100.0,Did not vote
GM1970    ,Noardeast-Fryslân,female,25-35,"Havo, vwo, mbo2-4",1049.0,D66
GM0489    ,Barendrecht,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",990.0,PvdD
GM1901    ,Bodegraven-Reeuwijk,female,35-45,"Hbo-, wo-bachelor",676.0,VVD
GM0202    ,Arnhem,female,15-25,Basisonderwijs,1321.0,Did not vote
GM0400    ,Den Helder,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",1000.0,CDA
GM0748    ,Bergen op Zoom,female,25-35,"Hbo-, wo-bachelor",1226.0,D66
GM0385    ,Edam-Volendam,female,45-55,"Hbo-, wo-master, doctor",280.0,D66
GM0355    ,Zeist,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",1300.0,Did not vote
GM1952    ,Midden-Groningen,male,25-35,"Havo, vwo, mbo2-4",1962.0,BBB
GM0080    ,Leeuwarden,male,15-25,"Havo, vwo, mbo2-4",4674.0,D66
GM1959    ,Altena,male,45-55,"Hbo-, wo-bachelor",618.0,VVD
GM0935    ,Maastricht,male,35-45,"Hbo-, wo-bachelor",1320.0,D66
GM0439    ,Purmerend,female,15-25,"Havo, vwo, mbo2-4",2330.0,D66
GM0482    ,Alblasserdam,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",332.0,50PLUS
GM1961    ,Vijfheerenlanden,male,45-55,"Hbo-, wo-master, doctor",296.0,D66
GM0809    ,Loon op Zand,female,55-65,"Hbo-, wo-master, doctor",68.0,D66
GM0321    ,Houten,male,65-75,"Hbo-, wo-bachelor",787.0,VVD
GM0275    ,Rheden,male,55-65,"Havo, vwo, mbo2-4",1328.0,CDA
GM0228    ,Ede,female,65-75,"Hbo-, wo-master, doctor",416.0,D66
GM0344    ,Utrecht (gemeente),female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",1700.0,VVD
GM0177    ,Raalte,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",304.0,CDA
GM0173    ,Oldenzaal,male,55-65,"Havo, vwo, mbo2-4",939.0,VVD
GM0757    ,Boxtel,male,65-75,"Havo, vwo, mbo2-4",832.0,BBB
GM0957    ,Roermond,female,45-55,"Hbo-, wo-master, doctor",495.0,D66
GM0718    ,Vlissingen,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",682.0,CDA
GM0809    ,Loon op Zand,female,45-55,"Havo, vwo, mbo2-4",765.0,CDA
GM0394    ,Haarlemmermeer,male,15-25,Basisonderwijs,1406.0,Did not vote
GM0164    ,Hengelo (O.),male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",844.0,PVV
GM0851    ,Steenbergen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",582.0,50PLUS
GM1991    ,Maashorst,female,65-75,"Havo, vwo, mbo2-4",1350.0,CDA
GM1942    ,Gooise Meren,female,35-45,"Havo, vwo, mbo2-4",890.0,VVD
GM0637    ,Zoetermeer,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",1147.0,PVV
GM1883    ,Sittard-Geleen,male,45-55,"Hbo-, wo-bachelor",1331.0,VVD
GM0014    ,Groningen (gemeente),female,45-55,"Hbo-, wo-master, doctor",3436.0,D66
GM1959    ,Altena,female,45-55,"Hbo-, wo-bachelor",629.0,CDA
GM1705    ,Lingewaard,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",677.0,CDA
GM0779    ,Geertruidenberg,female,55-65,"Hbo-, wo-bachelor",176.0,CDA
GM0479    ,Zaanstad,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",1598.0,PVV
GM0362    ,Amstelveen,male,45-55,"Havo, vwo, mbo2-4",1623.0,VVD
GM0153    ,Enschede,male,35-45,"Hbo-, wo-master, doctor",1646.0,D66
GM0074    ,Heerenveen,male,45-55,"Hbo-, wo-master, doctor",367.0,D66
GM0047    ,Veendam,female,55-65,"Havo, vwo, mbo2-4",834.0,50PLUS
GM1900    ,Súdwest-Fryslân,male,65-75,"Hbo-, wo-master, doctor",416.0,CDA
GM0141    ,Almelo,male,15-25,"Havo, vwo, mbo2-4",1939.0,D66
GM0397    ,Heemstede,male,35-45,"Havo, vwo, mbo2-4",288.0,VVD
GM1991    ,Maashorst,male,65-75,"Hbo-, wo-bachelor",648.0,CDA
GM0148    ,Dalfsen,female,45-55,"Hbo-, wo-bachelor",458.0,D66
GM0342    ,Soest,female,55-65,"Havo, vwo, mbo2-4",1472.0,CDA
GM0200    ,Apeldoorn,female,55-65,"Hbo-, wo-master, doctor",1152.0,D66
GM0637    ,Zoetermeer,female,15-25,"Havo, vwo, mbo2-4",3103.0,Did not vote
GM0119    ,Meppel,female,35-45,"Hbo-, wo-bachelor",667.0,D66
GM1652    ,Gemert-Bakel,male,65-75,"Hbo-, wo-bachelor",319.0,CDA
GM1680    ,Aa en Hunze,female,45-55,"Hbo-, wo-bachelor",435.0,BBB
GM1581    ,Utrechtse Heuvelrug,female,55-65,"Havo, vwo, mbo2-4",1357.0,CDA
GM0361    ,Alkmaar,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",1518.0,50PLUS
GM0118    ,Hoogeveen,male,15-25,Basisonderwijs,633.0,Did not vote
GM1900    ,Súdwest-Fryslân,male,35-45,Basisonderwijs,310.0,BBB
GM0599    ,Rotterdam,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",6642.0,Did not vote
GM0356    ,Nieuwegein,male,25-35,"Hbo-, wo-bachelor",1248.0,D66
GM0402    ,Hilversum,female,15-25,"Havo, vwo, mbo2-4",2185.0,D66
GM0047    ,Veendam,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",165.0,VVD
GM1992    ,Voorne aan Zee,male,15-25,"Havo, vwo, mbo2-4",1848.0,VVD
GM0297    ,Zaltbommel,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",440.0,CDA
GM0502    ,Capelle aan den IJssel,female,25-35,"Hbo-, wo-bachelor",1043.0,D66
GM0532    ,Stede Broec,female,35-45,"Hbo-, wo-bachelor",338.0,D66
GM0158    ,Haaksbergen,male,45-55,"Havo, vwo, mbo2-4",696.0,VVD
GM0995    ,Lelystad,male,45-55,"Hbo-, wo-bachelor",1054.0,VVD
GM0758    ,Breda,male,25-35,"Hbo-, wo-bachelor",4732.0,D66
GM0599    ,Rotterdam,female,15-25,"Hbo-, wo-master, doctor",1685.0,D66
GM0294    ,Winterswijk,male,35-45,"Havo, vwo, mbo2-4",834.0,BBB
GM0363    ,Amsterdam,female,55-65,"Hbo-, wo-bachelor",10587.0,D66
GM1859    ,Berkelland,male,15-25,Basisonderwijs,390.0,Did not vote
GM0498    ,Drechterland,male,35-45,Basisonderwijs,56.0,BBB
GM0356    ,Nieuwegein,male,65-75,"Havo, vwo, mbo2-4",1581.0,CDA
GM0995    ,Lelystad,female,65-75,"Hbo-, wo-bachelor",776.0,VVD
GM0166    ,Kampen,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",704.0,PVV
GM0505    ,Dordrecht,female,35-45,"Hbo-, wo-bachelor",1770.0,D66
GM0050    ,Zeewolde,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",115.0,BBB
