index,state_cat,cd_cat,age_cat,gender_cat,race_cat,hispanic_cat,educ_cat,cell_pop,state_abbrv,state_cd,vote_choice
1424,19,1,58-62,Male,White,Not Hispanic,4-year,3680.8781,IA,IA-1,Democrat
1425,21,6,43-47,Female,Black,Not Hispanic,4-year,322.32800000000003,KY,KY-6,Democrat
1426,6,19,68-72,Male,White,Not Hispanic,Some college,2765.593139089965,CA,CA-19,Democrat
1427,6,13,38-42,Male,Other/Multi,Hispanic,HS grad,3156.171740290656,CA,CA-13,Other
1428,42,16,23-27,Male,White,Not Hispanic,HS grad,7697.492400000003,PA,PA-16,Did not vote
1429,25,7,63-67,Female,White,Not Hispanic,Post-grad,2682.8542000000016,MA,MA-7,Other
1430,51,3,63-67,Female,White,Not Hispanic,HS grad,3277.7394000000018,VA,VA-3,Republican
1431,36,12,83+,Female,White,Not Hispanic,Post-grad,5113.419100000004,NY,NY-12,Republican
1432,4,7,73-77,Male,White,Not Hispanic,Post-grad,2405.240500000001,AZ,AZ-7,Did not vote
1433,6,52,48-52,Female,White,Not Hispanic,Post-grad,624.4116396962562,CA,CA-52,Democrat
1434,12,6,73-77,Male,Other/Multi,Hispanic,Post-grad,115.27786039747252,FL,FL-6,Democrat
1435,54,1,63-67,Male,White,Not Hispanic,HS grad,14085.521400000009,WV,WV-1,Republican
1436,12,12,28-32,Female,White,Hispanic,HS grad,494.6581795839192,FL,FL-12,Democrat
1437,29,3,33-37,Male,White,Not Hispanic,Some college,4134.508337229452,MO,MO-3,Republican
1438,51,5,78-82,Female,Black,Not Hispanic,HS grad,1325.2774,VA,VA-5,Democrat
1439,54,2,33-37,Female,White,Not Hispanic,HS grad,5528.944600000001,WV,WV-2,Republican
1440,12,19,23-27,Male,White,Not Hispanic,HS grad,2808.705403973161,FL,FL-19,Democrat
1441,5,4,63-67,Female,White,Not Hispanic,4-year,2516.9988000000008,AR,AR-4,Democrat
1442,6,50,68-72,Female,White,Not Hispanic,HS grad,1967.191106550085,CA,CA-50,Democrat
1443,6,6,78-82,Male,Asian,Not Hispanic,4-year,114.98249262216028,CA,CA-6,Democrat
1444,12,2,58-62,Male,White,Not Hispanic,Some college,3173.779921325827,FL,FL-2,Other
1445,34,7,58-62,Female,White,Not Hispanic,HS grad,4899.869300000004,NJ,NJ-7,Democrat
1446,49,1,23-27,Female,Other/Multi,Hispanic,HS grad,1769.765264098088,UT,UT-1,Republican
1447,31,3,18-22,Female,White,Not Hispanic,HS grad,4534.839900000001,NE,NE-3,Republican
1448,36,19,43-47,Female,White,Not Hispanic,HS grad,2998.864899999998,NY,NY-19,Democrat
1449,12,5,38-42,Male,White,Not Hispanic,Some college,2471.572097807737,FL,FL-5,Other
1450,45,6,33-37,Male,White,Not Hispanic,Some college,2356.861399999998,SC,SC-6,Republican
1451,36,15,63-67,Male,White,Not Hispanic,Some college,383.9950999999999,NY,NY-15,Republican
1452,48,16,83+,Female,White,Hispanic,No HS,915.4841396173414,TX,TX-16,Democrat
1453,51,11,33-37,Male,Other/Multi,Hispanic,Some college,487.9209,VA,VA-11,Democrat
1454,18,4,68-72,Male,White,Not Hispanic,Post-grad,1673.492699999999,IN,IN-4,Did not vote
1455,6,20,28-32,Female,Other/Multi,Hispanic,Some college,2746.585073241798,CA,CA-20,Republican
1456,12,15,18-22,Male,Other/Multi,Hispanic,HS grad,1884.6157717168487,FL,FL-15,Did not vote
1457,25,4,33-37,Male,White,Not Hispanic,Some college,2030.7714,MA,MA-4,Did not vote
1458,51,9,73-77,Male,White,Not Hispanic,HS grad,5126.175799999996,VA,VA-9,Democrat
1459,20,4,68-72,Male,Other/Multi,Hispanic,HS grad,532.6178,KS,KS-4,Republican
1460,42,12,48-52,Female,White,Not Hispanic,4-year,3534.053700000003,PA,PA-12,Republican
1461,32,1,53-57,Female,Asian,Not Hispanic,4-year,819.2782999999998,NV,NV-1,Republican
1462,9,3,63-67,Female,Black,Not Hispanic,HS grad,727.5874999999999,CT,CT-3,Democrat
1463,17,10,23-27,Female,Asian,Not Hispanic,4-year,992.1951,IL,IL-10,Democrat
1464,37,4,43-47,Male,White,Not Hispanic,4-year,4931.211055013152,NC,NC-4,Republican
1465,37,12,63-67,Male,White,Not Hispanic,Some college,1654.529730503891,NC,NC-12,Republican
1466,25,2,78-82,Female,Black,Not Hispanic,Some college,17.0,MA,MA-2,Democrat
1467,12,16,28-32,Female,White,Not Hispanic,Some college,2457.287365243186,FL,FL-16,Democrat
1468,40,2,63-67,Male,White,Not Hispanic,4-year,2534.084099999999,OK,OK-2,Republican
1469,8,5,43-47,Male,White,Not Hispanic,Some college,2839.6151000000004,CO,CO-5,Did not vote
1470,51,6,23-27,Male,White,Not Hispanic,HS grad,6907.355200000002,VA,VA-6,Republican
1471,10,1,23-27,Female,White,Not Hispanic,Some college,2960.0,DE,DE-1,Republican
1472,6,28,43-47,Female,Asian,Not Hispanic,2-year,461.4320750437821,CA,CA-28,Republican
1473,27,7,53-57,Male,White,Not Hispanic,Post-grad,1426.6075000000003,MN,MN-7,Democrat
1474,29,4,68-72,Male,White,Not Hispanic,Some college,3572.851951075558,MO,MO-4,Republican
1475,28,4,23-27,Male,Black,Not Hispanic,HS grad,1660.6291,MS,MS-4,Democrat
1476,25,3,63-67,Female,Asian,Not Hispanic,No HS,430.1106,MA,MA-3,Other
1477,55,7,58-62,Female,White,Not Hispanic,Some college,6313.34389999999,WI,WI-7,Did not vote
1478,27,2,38-42,Female,Other/Multi,Not Hispanic,4-year,225.5085,MN,MN-2,Did not vote
1479,26,11,58-62,Male,Asian,Not Hispanic,Post-grad,960.9845,MI,MI-11,Republican
1480,24,5,43-47,Female,White,Not Hispanic,Post-grad,2616.0027,MD,MD-5,Democrat
1481,6,8,48-52,Female,Other/Multi,Hispanic,4-year,370.9294720612245,CA,CA-8,Republican
1482,36,3,68-72,Male,Other/Multi,Hispanic,Some college,363.19610000000006,NY,NY-3,Other
1483,12,15,73-77,Female,White,Not Hispanic,4-year,2631.701839571145,FL,FL-15,Republican
1484,36,24,18-22,Female,White,Not Hispanic,Some college,8336.595299999992,NY,NY-24,Republican
1485,6,1,48-52,Female,White,Not Hispanic,Post-grad,2165.474093807298,CA,CA-1,Republican
1486,55,1,68-72,Female,White,Not Hispanic,Post-grad,1859.9832999999992,WI,WI-1,Republican
1487,26,8,23-27,Female,White,Not Hispanic,Some college,4967.185399999999,MI,MI-8,Republican
1488,48,31,68-72,Male,White,Not Hispanic,Some college,3010.8834627135257,TX,TX-31,Democrat
1489,26,10,63-67,Female,White,Not Hispanic,HS grad,7149.436100000004,MI,MI-10,Republican
1490,6,5,58-62,Female,White,Not Hispanic,No HS,774.023217934674,CA,CA-5,Republican
1491,47,6,78-82,Male,White,Not Hispanic,4-year,996.5218999999996,TN,TN-6,Democrat
1492,37,2,33-37,Female,Asian,Not Hispanic,4-year,412.69145488446,NC,NC-2,Other
1493,42,16,73-77,Female,White,Not Hispanic,HS grad,9010.202800000005,PA,PA-16,Republican
1494,24,8,28-32,Female,White,Not Hispanic,HS grad,238.0546,MD,MD-8,Democrat
1495,36,24,28-32,Female,White,Not Hispanic,No HS,1266.6726,NY,NY-24,Republican
1496,48,13,28-32,Male,White,Not Hispanic,No HS,1057.9421084555609,TX,TX-13,Republican
1497,36,21,43-47,Female,Asian,Not Hispanic,HS grad,40.126000000000005,NY,NY-21,Republican
1498,18,4,63-67,Male,White,Not Hispanic,No HS,1418.8456000000003,IN,IN-4,Republican
1499,37,8,43-47,Female,Native American,Not Hispanic,No HS,92.33151107475372,NC,NC-8,Other
1500,37,12,33-37,Male,White,Not Hispanic,4-year,5889.283891461271,NC,NC-12,Republican
1501,53,5,43-47,Female,White,Not Hispanic,Some college,3900.658699999999,WA,WA-5,Republican
1502,20,1,48-52,Female,Other/Multi,Not Hispanic,4-year,209.8648,KS,KS-1,Democrat
1503,24,6,63-67,Male,White,Not Hispanic,4-year,3515.6191999999955,MD,MD-6,Republican
1504,47,2,68-72,Female,Other/Multi,Not Hispanic,Some college,120.951,TN,TN-2,Republican
1505,28,3,23-27,Female,White,Not Hispanic,4-year,3615.338600000001,MS,MS-3,Republican
1506,41,4,18-22,Male,Other/Multi,Not Hispanic,No HS,205.0372,OR,OR-4,Republican
1507,26,4,33-37,Female,White,Not Hispanic,Post-grad,2843.811699999997,MI,MI-4,Republican
1508,12,10,63-67,Male,Other/Multi,Not Hispanic,No HS,134.87689505883515,FL,FL-10,Republican
1509,42,1,73-77,Female,White,Not Hispanic,No HS,503.2866,PA,PA-1,Democrat
1510,6,40,18-22,Male,Other/Multi,Hispanic,Some college,2959.0987726944804,CA,CA-40,Did not vote
1511,12,4,18-22,Male,Black,Not Hispanic,Some college,1700.7739523372654,FL,FL-4,Republican
1512,36,19,63-67,Female,White,Not Hispanic,4-year,3974.8213999999984,NY,NY-19,Did not vote
1513,42,2,63-67,Male,White,Not Hispanic,2-year,511.5877,PA,PA-2,Did not vote
1514,48,31,18-22,Female,Black,Not Hispanic,Some college,1722.144535164216,TX,TX-31,Did not vote
1515,13,7,33-37,Female,White,Not Hispanic,Post-grad,2890.0935,GA,GA-7,Republican
1516,6,30,23-27,Male,White,Not Hispanic,HS grad,1122.1517389633009,CA,CA-30,Republican
1517,53,3,43-47,Male,White,Not Hispanic,Some college,5174.8290000000015,WA,WA-3,Democrat
1518,6,51,28-32,Female,White,Not Hispanic,Some college,2514.0069759920275,CA,CA-51,Republican
1519,12,3,63-67,Female,White,Not Hispanic,HS grad,7877.241132601275,FL,FL-3,Republican
1520,15,1,33-37,Female,Asian,Not Hispanic,4-year,2968.3080000000004,HI,HI-1,Democrat
1521,29,8,73-77,Female,White,Not Hispanic,HS grad,6833.364586233503,MO,MO-8,Other
1522,48,25,33-37,Male,White,Not Hispanic,HS grad,4106.211369020192,TX,TX-25,Democrat
1523,42,8,38-42,Male,Other/Multi,Hispanic,2-year,299.9203,PA,PA-8,Democrat
1524,39,12,33-37,Female,White,Not Hispanic,HS grad,4203.373419280387,OH,OH-12,Republican
1525,8,8,33-37,Male,White,Not Hispanic,Some college,3852.7866,CO,CO-8,Republican
1526,18,9,23-27,Female,White,Not Hispanic,4-year,5907.981399999999,IN,IN-9,Democrat
1527,26,11,73-77,Male,White,Not Hispanic,Some college,2071.0974,MI,MI-11,Democrat
1528,6,48,18-22,Male,Other/Multi,Hispanic,HS grad,3992.896795395091,CA,CA-48,Other
1529,13,7,53-57,Female,Other/Multi,Not Hispanic,4-year,345.7601,GA,GA-7,Republican
1530,17,4,38-42,Female,White,Not Hispanic,4-year,1613.0502999999978,IL,IL-4,Democrat
1531,6,38,23-27,Male,White,Not Hispanic,4-year,766.9329603501042,CA,CA-38,Democrat
1532,33,1,63-67,Male,White,Not Hispanic,2-year,2312.0828,NH,NH-1,Republican
1533,39,10,78-82,Male,White,Not Hispanic,Post-grad,1624.6676683966084,OH,OH-10,Democrat
1534,6,10,18-22,Female,White,Not Hispanic,Some college,2029.101377789873,CA,CA-10,Republican
1535,26,13,18-22,Male,Black,Not Hispanic,Some college,2019.68,MI,MI-13,Republican
1536,42,17,23-27,Female,White,Not Hispanic,HS grad,2700.9191999999985,PA,PA-17,Democrat
1537,42,3,23-27,Female,Black,Not Hispanic,Some college,2936.0076,PA,PA-3,Democrat
1538,47,4,18-22,Female,White,Not Hispanic,Some college,8179.385699999996,TN,TN-4,Democrat
1539,25,8,58-62,Male,Other/Multi,Hispanic,4-year,119.49420000000002,MA,MA-8,Democrat
1540,47,6,33-37,Male,White,Not Hispanic,HS grad,6940.812700000009,TN,TN-6,Other
1541,12,20,78-82,Female,White,Not Hispanic,4-year,1168.1663059638004,FL,FL-20,Republican
1542,19,1,38-42,Male,White,Not Hispanic,4-year,4509.325,IA,IA-1,Other
1543,8,8,68-72,Male,Native American,Hispanic,No HS,28.0,CO,CO-8,Democrat
1544,26,7,43-47,Male,White,Not Hispanic,4-year,4839.909000000002,MI,MI-7,Republican
1545,21,6,58-62,Female,Black,Not Hispanic,HS grad,670.4747000000001,KY,KY-6,Democrat
1546,12,21,18-22,Female,White,Not Hispanic,No HS,1110.373969453069,FL,FL-21,Republican
1547,42,4,58-62,Male,White,Not Hispanic,Post-grad,3544.771099999998,PA,PA-4,Did not vote
1548,17,6,78-82,Male,Other/Multi,Hispanic,No HS,111.8415,IL,IL-6,Democrat
1549,13,7,38-42,Male,White,Not Hispanic,HS grad,1786.5621999999998,GA,GA-7,Other
1550,6,39,73-77,Male,Asian,Not Hispanic,Some college,184.39817232703484,CA,CA-39,Other
1551,25,4,58-62,Female,Other/Multi,Not Hispanic,Some college,231.3816,MA,MA-4,Republican
1552,17,1,68-72,Male,White,Not Hispanic,Post-grad,1501.389600000001,IL,IL-1,Democrat
1553,19,4,68-72,Female,Other/Multi,Not Hispanic,4-year,67.7563,IA,IA-4,Republican
1554,12,18,78-82,Male,White,Not Hispanic,HS grad,3457.2264961083542,FL,FL-18,Democrat
1555,42,9,43-47,Male,White,Not Hispanic,Some college,3367.339399999997,PA,PA-9,Republican
1556,51,3,43-47,Female,White,Not Hispanic,HS grad,1426.0372999999995,VA,VA-3,Republican
1557,27,7,63-67,Female,White,Not Hispanic,2-year,3647.791700000003,MN,MN-7,Did not vote
1558,36,26,28-32,Female,White,Not Hispanic,4-year,4968.038999999998,NY,NY-26,Republican
1559,48,18,33-37,Female,White,Not Hispanic,Post-grad,1817.1623690223887,TX,TX-18,Republican
1560,56,1,38-42,Female,White,Not Hispanic,Post-grad,2747.0,WY,WY-1,Republican
1561,36,13,48-52,Female,Other/Multi,Hispanic,2-year,704.1811,NY,NY-13,Democrat
1562,48,28,33-37,Male,Other/Multi,Hispanic,HS grad,4489.591424474464,TX,TX-28,Did not vote
1563,48,37,33-37,Female,White,Not Hispanic,Post-grad,5208.344932754887,TX,TX-37,Democrat
1564,45,2,43-47,Male,White,Not Hispanic,Some college,2480.677899999999,SC,SC-2,Did not vote
1565,26,4,63-67,Male,White,Not Hispanic,4-year,3361.4379999999983,MI,MI-4,Republican
1566,6,15,43-47,Female,Asian,Not Hispanic,Post-grad,2400.327690341184,CA,CA-15,Other
1567,1,7,73-77,Female,Black,Not Hispanic,HS grad,2214.0983,AL,AL-7,Democrat
1568,26,11,43-47,Female,White,Not Hispanic,Post-grad,3474.1361,MI,MI-11,Other
1569,27,6,23-27,Female,White,Not Hispanic,No HS,825.5513,MN,MN-6,Democrat
1570,23,1,28-32,Male,White,Not Hispanic,HS grad,4837.2593,ME,ME-1,Republican
1571,34,7,48-52,Female,White,Not Hispanic,4-year,6708.572900000005,NJ,NJ-7,Democrat
1572,33,2,58-62,Female,White,Not Hispanic,Some college,3817.860400000004,NH,NH-2,Democrat
1573,48,4,28-32,Female,White,Not Hispanic,HS grad,2219.2107862693715,TX,TX-4,Republican
1574,6,29,18-22,Male,White,Hispanic,Some college,369.71909637996686,CA,CA-29,Democrat
1575,12,14,63-67,Female,White,Not Hispanic,Some college,2828.979186374752,FL,FL-14,Democrat
1576,45,3,23-27,Female,White,Not Hispanic,2-year,1835.1311,SC,SC-3,Other
1577,48,9,43-47,Female,Other/Multi,Hispanic,HS grad,2084.320734234004,TX,TX-9,Democrat
1578,55,7,58-62,Female,White,Not Hispanic,Some college,6313.34389999999,WI,WI-7,Republican
1579,48,20,73-77,Female,Other/Multi,Hispanic,HS grad,1641.436689212935,TX,TX-20,Democrat
1580,48,28,38-42,Male,White,Hispanic,HS grad,1421.2662425521069,TX,TX-28,Republican
1581,17,7,23-27,Male,Black,Not Hispanic,4-year,2797.4691000000007,IL,IL-7,Republican
1582,22,4,63-67,Male,White,Not Hispanic,HS grad,5834.2059,LA,LA-4,Republican
1583,13,5,28-32,Male,White,Not Hispanic,Post-grad,3395.7917999999986,GA,GA-5,Republican
1584,36,10,28-32,Male,White,Not Hispanic,2-year,344.3964,NY,NY-10,Did not vote
1585,51,6,83+,Male,White,Not Hispanic,HS grad,2696.299600000002,VA,VA-6,Republican
1586,18,3,48-52,Female,White,Not Hispanic,HS grad,4762.534200000001,IN,IN-3,Democrat
1587,34,2,58-62,Male,White,Not Hispanic,No HS,1261.3314,NJ,NJ-2,Republican
1588,16,1,38-42,Male,White,Not Hispanic,2-year,2128.5095999999994,ID,ID-1,Republican
1589,8,5,73-77,Male,White,Not Hispanic,4-year,2757.5433000000003,CO,CO-5,Democrat
1590,12,2,58-62,Male,Black,Not Hispanic,Some college,880.9151794361043,FL,FL-2,Republican
1591,6,4,48-52,Male,Other/Multi,Hispanic,No HS,863.6683130133872,CA,CA-4,Democrat
1592,51,11,48-52,Female,White,Not Hispanic,Post-grad,5002.118600000005,VA,VA-11,Republican
1593,22,5,33-37,Female,White,Not Hispanic,Post-grad,1750.1940000000009,LA,LA-5,Democrat
1594,48,3,23-27,Female,White,Not Hispanic,4-year,3855.9155476404894,TX,TX-3,Democrat
1595,39,1,38-42,Male,White,Not Hispanic,4-year,5553.377734569127,OH,OH-1,Did not vote
1596,12,1,43-47,Female,White,Not Hispanic,4-year,4294.270411387143,FL,FL-1,Other
1597,8,8,38-42,Male,Other/Multi,Not Hispanic,4-year,163.08249999999998,CO,CO-8,Other
1598,47,2,63-67,Male,White,Not Hispanic,2-year,1908.7292,TN,TN-2,Did not vote
1599,13,3,58-62,Male,Black,Not Hispanic,HS grad,2490.193799999999,GA,GA-3,Democrat
1600,49,1,38-42,Male,Asian,Not Hispanic,HS grad,250.65886289415536,UT,UT-1,Democrat
1601,6,44,38-42,Female,Black,Not Hispanic,4-year,525.9977298144114,CA,CA-44,Democrat
1602,37,14,73-77,Male,White,Not Hispanic,Post-grad,1979.447328035185,NC,NC-14,Republican
1603,47,3,63-67,Male,White,Not Hispanic,2-year,1425.6041999999995,TN,TN-3,Democrat
1604,12,18,58-62,Female,White,Not Hispanic,HS grad,4996.21870645994,FL,FL-18,Did not vote
1605,13,8,63-67,Male,White,Not Hispanic,Some college,3182.9666999999963,GA,GA-8,Democrat
1606,53,7,18-22,Female,White,Not Hispanic,Some college,5777.465900000001,WA,WA-7,Democrat
1607,13,3,58-62,Female,Black,Not Hispanic,No HS,1209.6534,GA,GA-3,Democrat
1608,24,8,83+,Male,Other/Multi,Hispanic,Some college,62.0,MD,MD-8,Democrat
1609,25,2,18-22,Female,White,Not Hispanic,Some college,13295.469800000015,MA,MA-2,Democrat
1610,12,26,48-52,Female,White,Hispanic,4-year,782.8761021402713,FL,FL-26,Republican
1611,42,14,53-57,Female,White,Not Hispanic,HS grad,9249.393399999995,PA,PA-14,Democrat
1612,42,12,78-82,Female,Black,Not Hispanic,Post-grad,283.67,PA,PA-12,Democrat
1613,20,4,73-77,Female,White,Not Hispanic,HS grad,2997.814900000002,KS,KS-4,Did not vote
1614,48,3,48-52,Female,White,Not Hispanic,No HS,342.7435210354876,TX,TX-3,Republican
1615,12,9,68-72,Female,White,Not Hispanic,Some college,3078.7080287708627,FL,FL-9,Republican
1616,1,2,73-77,Female,White,Not Hispanic,HS grad,3541.734399999996,AL,AL-2,Democrat
1617,34,8,78-82,Female,White,Not Hispanic,HS grad,1012.3449000000004,NJ,NJ-8,Democrat
1618,55,7,38-42,Female,White,Not Hispanic,2-year,3626.238900000001,WI,WI-7,Democrat
1619,4,9,38-42,Female,Other/Multi,Hispanic,4-year,790.1255,AZ,AZ-9,Did not vote
1620,12,7,63-67,Female,Other/Multi,Hispanic,HS grad,1208.6435717871102,FL,FL-7,Republican
1621,29,4,53-57,Male,White,Not Hispanic,HS grad,6578.788932925286,MO,MO-4,Democrat
1622,47,1,83+,Female,White,Not Hispanic,Post-grad,722.5514999999999,TN,TN-1,Democrat
1623,6,19,48-52,Female,Other/Multi,Hispanic,Post-grad,380.99967195930753,CA,CA-19,Other
1624,22,2,18-22,Male,White,Not Hispanic,Some college,3030.012800000002,LA,LA-2,Republican
1625,42,2,58-62,Female,Other/Multi,Hispanic,Some college,242.749,PA,PA-2,Democrat
1626,20,1,68-72,Female,White,Not Hispanic,4-year,2497.704300000001,KS,KS-1,Other
1627,10,1,43-47,Female,White,Not Hispanic,HS grad,2678.0,DE,DE-1,Republican
1628,12,2,68-72,Male,White,Not Hispanic,No HS,817.4528035947782,FL,FL-2,Republican
1629,23,2,38-42,Male,White,Not Hispanic,Some college,3157.893,ME,ME-2,Democrat
1630,26,12,38-42,Female,White,Not Hispanic,HS grad,1460.7285,MI,MI-12,Democrat
1631,48,15,63-67,Male,White,Not Hispanic,HS grad,1675.0521043134063,TX,TX-15,Did not vote
1632,36,25,73-77,Female,White,Not Hispanic,2-year,1306.4906,NY,NY-25,Republican
1633,39,5,23-27,Female,White,Not Hispanic,Some college,3839.791231158038,OH,OH-5,Republican
1634,55,2,43-47,Male,White,Not Hispanic,4-year,5056.874500000004,WI,WI-2,Republican
1635,24,1,23-27,Female,Black,Not Hispanic,Some college,1100.2824,MD,MD-1,Democrat
1636,22,5,43-47,Male,White,Not Hispanic,Some college,2681.9474000000005,LA,LA-5,Other
1637,50,1,68-72,Female,White,Not Hispanic,HS grad,5123.0,VT,VT-1,Democrat
1638,12,23,23-27,Female,Other/Multi,Hispanic,No HS,321.013036020475,FL,FL-23,Republican
1639,41,1,18-22,Male,White,Not Hispanic,No HS,1537.1677000000004,OR,OR-1,Republican
1640,42,5,68-72,Male,White,Not Hispanic,Post-grad,2869.4509000000007,PA,PA-5,Democrat
1641,6,23,73-77,Female,White,Not Hispanic,HS grad,2136.302677210073,CA,CA-23,Democrat
1642,26,7,63-67,Female,Other/Multi,Not Hispanic,Some college,328.7902,MI,MI-7,Republican
1643,12,4,68-72,Female,Asian,Not Hispanic,No HS,157.12417807573277,FL,FL-4,Democrat
1644,9,4,83+,Female,White,Not Hispanic,Post-grad,1686.892800000001,CT,CT-4,Democrat
1645,26,5,83+,Female,White,Not Hispanic,HS grad,6710.606899999997,MI,MI-5,Republican
1646,13,14,43-47,Female,White,Not Hispanic,Post-grad,2663.959300000001,GA,GA-14,Democrat
1647,45,4,38-42,Male,White,Not Hispanic,Post-grad,2246.4846000000007,SC,SC-4,Democrat
1648,48,36,78-82,Female,Black,Not Hispanic,HS grad,346.64346363224894,TX,TX-36,Democrat
1649,45,7,33-37,Female,White,Not Hispanic,Post-grad,1595.1104000000005,SC,SC-7,Other
1650,13,4,33-37,Male,Black,Not Hispanic,No HS,746.6219,GA,GA-4,Democrat
1651,13,7,73-77,Male,White,Not Hispanic,4-year,3625.346600000002,GA,GA-7,Democrat
1652,12,27,38-42,Female,White,Not Hispanic,4-year,865.8510884708462,FL,FL-27,Democrat
1653,6,41,68-72,Male,Other/Multi,Hispanic,No HS,1628.2133494689026,CA,CA-41,Democrat
1654,51,9,23-27,Male,Other/Multi,Not Hispanic,4-year,126.81879999999995,VA,VA-9,Democrat
1655,22,4,78-82,Female,White,Not Hispanic,Post-grad,590.2707999999998,LA,LA-4,Democrat
1656,12,14,48-52,Male,White,Not Hispanic,2-year,1106.3462306110148,FL,FL-14,Democrat
1657,48,8,68-72,Male,Black,Not Hispanic,2-year,147.0647231924163,TX,TX-8,Democrat
1658,22,3,58-62,Male,Black,Not Hispanic,4-year,220.2236,LA,LA-3,Other
1659,4,7,73-77,Female,Other/Multi,Hispanic,No HS,1323.9896,AZ,AZ-7,Democrat
1660,8,2,48-52,Female,White,Not Hispanic,Some college,2126.778900000001,CO,CO-2,Democrat
1661,36,24,58-62,Male,White,Not Hispanic,HS grad,11412.667899999982,NY,NY-24,Did not vote
1662,42,17,38-42,Male,White,Not Hispanic,4-year,7365.107599999999,PA,PA-17,Did not vote
1663,12,8,73-77,Male,White,Not Hispanic,Some college,3147.642252540836,FL,FL-8,Republican
1664,49,3,23-27,Male,White,Not Hispanic,Some college,13272.540143211005,UT,UT-3,Democrat
1665,48,10,73-77,Female,White,Not Hispanic,Post-grad,1716.4659661801977,TX,TX-10,Democrat
1666,48,9,63-67,Female,White,Not Hispanic,Some college,1657.5523838778674,TX,TX-9,Democrat
1667,12,15,63-67,Male,White,Not Hispanic,4-year,3266.3965090513702,FL,FL-15,Democrat
1668,6,1,38-42,Female,Other/Multi,Hispanic,Some college,581.9398699687812,CA,CA-1,Democrat
1669,48,18,38-42,Female,Other/Multi,Not Hispanic,Some college,210.7358881313504,TX,TX-18,Republican
1670,17,3,23-27,Male,White,Not Hispanic,HS grad,1211.5095999999996,IL,IL-3,Republican
1671,36,16,38-42,Male,White,Not Hispanic,2-year,446.4339,NY,NY-16,Republican
1672,42,8,23-27,Male,White,Not Hispanic,2-year,1574.0471000000002,PA,PA-8,Democrat
1673,6,38,58-62,Female,Asian,Not Hispanic,No HS,1051.743231103071,CA,CA-38,Democrat
1674,42,16,48-52,Male,White,Not Hispanic,Post-grad,2185.9296,PA,PA-16,Republican
1675,51,6,73-77,Female,White,Not Hispanic,HS grad,5340.378800000003,VA,VA-6,Other
1676,40,5,38-42,Male,Asian,Not Hispanic,HS grad,74.55669999999999,OK,OK-5,Democrat
1677,25,5,58-62,Male,Other/Multi,Not Hispanic,HS grad,237.7301,MA,MA-5,Republican
1678,48,22,43-47,Male,White,Not Hispanic,2-year,1120.951437132322,TX,TX-22,Democrat
1679,29,8,23-27,Female,White,Not Hispanic,4-year,3698.868574159495,MO,MO-8,Democrat
1680,42,1,58-62,Male,White,Not Hispanic,Post-grad,3925.362500000001,PA,PA-1,Republican
1681,47,6,33-37,Female,White,Not Hispanic,4-year,5048.6839000000045,TN,TN-6,Democrat
1682,42,3,53-57,Male,Black,Not Hispanic,No HS,1162.8961,PA,PA-3,Democrat
1683,13,13,58-62,Male,White,Not Hispanic,4-year,1358.8536999999988,GA,GA-13,Republican
1684,6,33,38-42,Female,White,Not Hispanic,2-year,511.0202509442074,CA,CA-33,Democrat
1685,12,19,73-77,Male,Other/Multi,Hispanic,4-year,212.614078917376,FL,FL-19,Democrat
1686,28,1,68-72,Female,White,Not Hispanic,HS grad,5028.562900000001,MS,MS-1,Democrat
1687,28,2,73-77,Female,White,Not Hispanic,Some college,1945.783100000001,MS,MS-2,Did not vote
1688,35,2,28-32,Male,Other/Multi,Hispanic,HS grad,3157.4504000000006,NM,NM-2,Republican
1689,22,1,83+,Male,White,Not Hispanic,4-year,1066.9406,LA,LA-1,Republican
1690,44,2,38-42,Male,White,Not Hispanic,4-year,2901.6643,RI,RI-2,Democrat
1691,49,1,38-42,Female,White,Not Hispanic,4-year,5779.521191612846,UT,UT-1,Republican
1692,12,23,48-52,Male,Other/Multi,Hispanic,HS grad,1472.391933738304,FL,FL-23,Democrat
1693,41,4,18-22,Male,White,Not Hispanic,Some college,8292.334199999994,OR,OR-4,Republican
1694,38,1,18-22,Female,Native American,Not Hispanic,Some college,614.0,ND,ND-1,Republican
1695,29,6,33-37,Male,White,Not Hispanic,Post-grad,1874.965582288624,MO,MO-6,Republican
1696,10,1,33-37,Male,White,Not Hispanic,2-year,1487.0,DE,DE-1,Democrat
1697,45,4,18-22,Male,White,Not Hispanic,HS grad,5412.4335,SC,SC-4,Democrat
1698,53,5,43-47,Female,White,Not Hispanic,Post-grad,2971.7364999999995,WA,WA-5,Democrat
1699,40,2,63-67,Male,White,Not Hispanic,No HS,2148.6093,OK,OK-2,Republican
1700,49,3,33-37,Male,White,Not Hispanic,4-year,6119.002333072475,UT,UT-3,Other
1701,55,3,18-22,Female,White,Not Hispanic,Some college,15236.640400000031,WI,WI-3,Democrat
1702,18,6,58-62,Female,White,Not Hispanic,HS grad,9116.370299999997,IN,IN-6,Republican
1703,36,24,33-37,Male,White,Not Hispanic,No HS,1877.0012000000004,NY,NY-24,Republican
1704,26,10,18-22,Male,Other/Multi,Not Hispanic,Some college,550.8402,MI,MI-10,Democrat
1705,55,4,18-22,Male,White,Not Hispanic,Some college,5023.081399999999,WI,WI-4,Democrat
